image,quality_score,quality_score,caption,modifier,similarity_score,similarity_sentence,ImageReward_score,,align_score,prompt
175.png,56.611,56.611,a hot dog on a cutting board with a knife,0.209106383,0.39,a hot dog on a cutting board with a knife ,-0.064322114,,55.626,a sword slicing through a loaf of bread
176.png,50.209,50.209,a painting of a bird on top of a table,0.0820908,0.2073,a painting of a bird on top of a ,-2.017389297,,44.652,an orange wearing a cowboy hat
177.png,53.523,53.523,a person wearing a hat with a flower in it,0.21006,0.5835,a person wearing a hat with a ,-1.652496576,,50.108,an orange wearing a cowboy hat
178.png,48.188,48.188,a hat sitting on top of a table,0.0366552,0.5091,a hat ,-2.022858858,,46.442,an orange wearing a cowboy hat
179.png,59.759,59.759,a black and white photo of a person wearing a hat,0.20514,0.3419,a black and white photo of a person wearing a hat ,-2.276241541,,46.774,an orange wearing a cowboy hat
180.png,57.389,57.389,a bowl of soup with a spoon in it,0.091865455,0.5614,a bowl of soup ,-1.671438694,,50.248,A bowl of soup that looks like a monster with tofu says deep learning
181.png,56.237,56.237,a piece of cake sitting on top of a white plate,0.091816364,0.2715,a piece of cake sitting on top ,-0.655718744,,48.288,A bowl of soup that looks like a monster with tofu says deep learning
182.png,65.734,65.734,a bowl of soup with a spoon next to a bowl of food,0.091865455,0.5614,a bowl of soup ,-0.408365428,,54.949,A bowl of soup that looks like a monster with tofu says deep learning
183.png,60.869,60.869,a bowl of soup and vegetables on a table,0.089149091,0.5448,a bowl of soup ,-0.260180831,,47.893,A bowl of soup that looks like a monster with tofu says deep learning
184.png,44.647,44.647,a painting of a man in a black and white photo,0.0629125,0.3595,a painting of ,-0.089456119,,52.09,a drawing of a series of musical notes wrapped around the Earth
185.png,57.64,57.64,a street sign on a metal pole,0.09821875,0.2245,a street sign on a metal pole ,-0.807342947,,53.686,a drawing of a series of musical notes wrapped around the Earth
186.png,51.798,51.798,a blurry image of a clock on a wall,0.062505,0.1389,a blurry image of a clock on a wall ,-1.493358254,,40.869,a drawing of a series of musical notes wrapped around the Earth
187.png,53.017,53.017,a collage of photos of a building,0.0529575,0.1842,a collage of photos of ,-0.713994265,,48.43,a drawing of a series of musical notes wrapped around the Earth
188.png,60.23,60.23,a kitchen with a stove top oven and a sink,0.086714286,0.607,a kitchen with ,-1.677392483,,51.708,a small kitchen with a white goat in it
189.png,54.026,54.026,a kitchen with a white refrigerator and a white counter top,0.138569524,0.6326,a kitchen with a white ,-1.810678959,,44.556,a small kitchen with a white goat in it
190.png,54.129,54.129,a cat standing on top of a wooden table next to a refrigerator,0.18102,0.3017,a cat standing on top of a wooden table next to a refrigerator ,1.702041268,,53.661,a small kitchen with a white goat in it
191.png,51.931,51.931,a white sheep standing in front of a mirror,0.07248,0.5436,a white sheep ,-0.801434338,,50.073,a small kitchen with a white goat in it
192.png,51.811,51.811,a fountain with a statue in the middle of it,0.09609,0.6406,a fountain with ,0.52893275,,44.679,A large city fountain that has milk instead of water. Several cats are leaning into the fountain.
193.png,52.348,52.348,a cat sitting in a pool of water next to a fountain,0.4561375,0.5614,a cat sitting in a pool of water next to a fountain ,0.053952802,,51.002,A large city fountain that has milk instead of water. Several cats are leaning into the fountain.
194.png,52.727,52.727,a statue of a bird sitting on top of a fountain,0.126045,0.2801,a statue of a bird sitting on top of a fountain ,0.129488349,,46.969,A large city fountain that has milk instead of water. Several cats are leaning into the fountain.
195.png,40.729,40.729,a cat sitting on top of a swimming pool,0.024350625,0.4329,a cat ,1.569479704,,45.625,A large city fountain that has milk instead of water. Several cats are leaning into the fountain.
196.png,56.783,56.783,a row of stone steps leading up to a stone wall,0.136829388,0.2328,a row of stone steps leading up to a stone wall ,-1.735427737,,48.691,an elephant walking on the Great Wall
197.png,61.349,61.349,a stone wall with a train on top of it,0.07795102,0.3183,a stone wall with a ,-0.025379127,,56.817,an elephant walking on the Great Wall
198.png,59.91,59.91,a large elephant standing on top of a stone wall,0.4089,0.6815,a large elephant standing on top of a stone wall ,1.753305078,,61.37,an elephant walking on the Great Wall
199.png,57.363,57.363,a large elephant standing next to a stone wall,0.529392653,0.6899,a large elephant standing next to a stone wall ,1.642316818,,60.178,an elephant walking on the Great Wall
200.png,59.335,59.335,a panda bear sitting in the water next to a pond,0.064382222,0.7243,a panda ,0.299174547,,52.898,A photo of a panda made of water.
201.png,63.112,63.112,a large black bear swimming in a body of water,0.180793333,0.3462,a large black bear swimming in a body of water ,0.202331319,,50.226,A photo of a panda made of water.
202.png,57.74,57.74,a polar bear swimming in the water,0.122616667,0.3153,a polar bear swimming in the water ,-0.214942947,,46.497,A photo of a panda made of water.
203.png,54.965,54.965,a large black and white panda bear sitting on a log,0.209966667,0.6299,a large black and white panda ,-1.846459389,,46.99,A photo of a panda made of water.
204.png,57.751,57.751,a man in a suit with a cartoon character on his face,0.078941538,0.4276,a man in a suit ,1.035924435,,58.734,"a portrait of a man wearing sunglasses and a business suit, painting in pop art style"
205.png,56.192,56.192,a collage of photos of a cartoon character,0.137633077,0.2774,a collage of photos of a cartoon character ,0.042159908,,56.395,"a portrait of a man wearing sunglasses and a business suit, painting in pop art style"
206.png,50.946,50.946,a painting of a man wearing a clown mask,0.23275,0.6175,a painting of a man wearing ,0.596891999,,44.593,"a portrait of a man wearing sunglasses and a business suit, painting in pop art style"
207.png,55.62,55.62,a close up picture of a person wearing a clown mask,0.170071154,0.3595,a close up picture of a person wearing a ,0.002965078,,53.054,"a portrait of a man wearing sunglasses and a business suit, painting in pop art style"
208.png,53.854,53.854,a train on a train track with a cartoon character on it,0.501071429,0.7015,a train on a train track with a cartoon ,1.628473759,,55.054,a cartoon of a train going to the moon
209.png,52.047,52.047,a train on a train track with a cartoon character on it,0.400857143,0.7015,a train on a train track with a cartoon ,1.480717778,,51.97,a cartoon of a train going to the moon
210.png,58.299,58.299,a clock on the side of a building,0.027118929,0.2301,a clock on ,1.74592936,,56.09,a cartoon of a train going to the moon
211.png,51.709,51.709,a painting of a cartoon character on a train,0.26330625,0.4681,a painting of a cartoon character on a train ,0.962171733,,51.569,a cartoon of a train going to the moon
212.png,56.099,56.099,an old photo of a room with a box on the floor,0.176821053,0.454,an old photo of a room with a box on ,-1.132787943,,53.088,A spaceship made of cardboard.
213.png,61.646,61.646,a model airplane sitting on top of a table,0.141363158,0.3837,a model airplane sitting on top of ,1.11499846,,61.259,A spaceship made of cardboard.
214.png,56.79,56.79,a model of a fighter jet on a table,0.096290526,0.2541,a model of a fighter jet on a table ,0.574835777,,54.943,A spaceship made of cardboard.
215.png,60.343,60.343,a model of a toy train on top of a table,0.060502105,0.3381,a model of a toy ,0.620536625,,63.896,A spaceship made of cardboard.
216.png,63.492,63.492,a painting of a flower in a vase on a table,0.152055556,0.595,a painting of a flower ,1.133323669,,56.826,A photo of a lotus flower made of water. 
217.png,60.224,60.224,a series of photos of flowers in a vase,0.214756667,0.5857,a series of photos of flowers in ,0.63723582,,56.171,A photo of a lotus flower made of water. 
218.png,68.179,68.179,a painting of a flower arrangement on a wall,0.142574444,0.5579,a painting of a flower ,1.183087587,,52.971,A photo of a lotus flower made of water. 
219.png,54.845,54.845,a painting of a lake filled with lots of pink flowers,0.2517,0.4195,a painting of a lake filled with lots of pink flowers ,1.410189271,,52.318,A photo of a lotus flower made of water. 
220.png,51.87,51.87,a table topped with plates of food and drinks,0.15054,0.4053,a table topped with plates of food and ,0.54113704,,51.578,a painting of the food of china
221.png,59.449,59.449,a plate of food on a table,0.075992381,0.4987,a plate of food ,-0.028207758,,61.351,a painting of the food of china
222.png,57.939,57.939,a table topped with different types of food,0.117584762,0.2806,a table topped with different types of food ,1.096592903,,59.444,a painting of the food of china
223.png,49.358,49.358,a plate of vegetables on a table,0.104657143,0.407,a plate of vegetables on a ,0.001192985,,50.135,a painting of the food of china
224.png,48.919,48.919,a cartoon character with a hat on,0.253348571,0.4564,a cartoon character with a hat on ,-1.106008291,,48.393,"an emoji of a baby penguin wearing a blue hat, red gloves, green shirt, and yellow pants"
225.png,65.81,65.81,a stuffed animal with a hat on its head,0.172334694,0.454,a stuffed animal with a hat on ,-1.558913708,,46.225,"an emoji of a baby penguin wearing a blue hat, red gloves, green shirt, and yellow pants"
226.png,52.596,52.596,a stuffed animal with a hat on its head,0.172334694,0.454,a stuffed animal with a hat on ,-0.566756845,,47.132,"an emoji of a baby penguin wearing a blue hat, red gloves, green shirt, and yellow pants"
227.png,52.181,52.181,a stuffed animal with a hat on top of it,0.16926,0.4459,a stuffed animal with a hat on ,-1.948906541,,46.345,"an emoji of a baby penguin wearing a blue hat, red gloves, green shirt, and yellow pants"
228.png,59.632,59.632,a painting of a tree with flowers in it,0.229635,0.8019,a painting of a tree ,-1.663065553,,46.365,an oil painting of a tree and a building
229.png,50.513,50.513,a tree in front of a house with a sky background,0.052204091,0.5469,a tree ,0.941478491,,55.703,an oil painting of a tree and a building
230.png,55.819,55.819,a tree in the middle of a field with a sky background,0.106412727,0.5574,a tree in the ,1.06003058,,54.289,an oil painting of a tree and a building
231.png,49.43,49.43,a tree in front of a house with a blue sky,0.052204091,0.5469,a tree ,1.244076014,,56.513,an oil painting of a tree and a building
232.png,60.201,60.201,a house with a white house and a blue house,0.113583273,0.4958,a house with a white ,1.730216146,,57.955,a painting of a white country home with a wrap-around porch
233.png,53.693,53.693,a house with a white house and a blue and white house,0.113881091,0.4971,a house with a white ,1.694857478,,50.979,a painting of a white country home with a wrap-around porch
234.png,61.318,61.318,a white house with a red and white house,0.160134545,0.4194,a white house with a red and white ,1.704591155,,62.225,a painting of a white country home with a wrap-around porch
235.png,59.6,59.6,a large house with a large window in front of it,0.176894182,0.3771,a large house with a large window in front ,1.73819375,,58.955,a painting of a white country home with a wrap-around porch
236.png,45.411,45.411,a blurry photo of a street scene with people walking on it,0.07011,0.2337,a blurry photo of a street ,-2.148747683,,49.01,Downtown Shanghai at sunrise. detailed ink wash.
237.png,53.231,53.231,a bridge over a river with a train on it,0.022586667,0.1452,a bridge over ,-1.267809987,,52.945,Downtown Shanghai at sunrise. detailed ink wash.
238.png,50.409,50.409,a large building with a clock on top of it,0.117331111,0.2854,a large building with a clock on top ,-1.597427607,,50.71,Downtown Shanghai at sunrise. detailed ink wash.
239.png,51.452,51.452,a street scene with a building,0.093344444,0.271,a street scene with a building ,-1.772755384,,52.339,Downtown Shanghai at sunrise. detailed ink wash.
240.png,42.005,42.005,a collage of photos of a dog and a cat,0.15254,0.4208,a collage of photos of a dog ,-0.907444596,,37.131,"a cartoon of a dog saying ""I see what you did there"""
241.png,52.072,52.072,a collage of photos of a dog and a cat,0.15254,0.4208,a collage of photos of a dog ,-1.493368149,,51.858,"a cartoon of a dog saying ""I see what you did there"""
242.png,41.154,41.154,a collage of photos of a dog and a cat,0.15254,0.4208,a collage of photos of a dog ,-1.216932058,,37.161,"a cartoon of a dog saying ""I see what you did there"""
