image,align_score,prompt,caption,quality_score,similarity_score,similarity_sentence,ImageReward_score,modifier,TOPIQ_score,Unnamed: 10,TOPIQ_score_bare
152.png,54.371,a fall landscape with a small cottage next to a lake,a painting of a lake with trees,49.43,0.4772,a painting of a lake with trees ,1.568123102,0.28632,0.559535623,,0.619556188583374
153.png,65.189,a fall landscape with a small cottage next to a lake,a house that has a tree in front of it,63.473,0.3284,a house that has a tree in front of ,0.998755932,0.19704000000000002,0.655948877,,0.6839437484741211
154.png,60.296,a fall landscape with a small cottage next to a lake,a house in the middle of a lake with trees,60.013,0.5855,a house in the middle of a lake with trees ,1.698290229,0.3513,0.650615335,,0.7693873047828674
155.png,57.68,a fall landscape with a small cottage next to a lake,a painting of a lake with a statue of a woman in it,60.45,0.4694,a painting of a lake ,1.462683558,0.28164,0.658769488,,0.7459620833396912
156.png,59.223,a teddy bear on a skateboard in times square,a teddy bear sitting on top of a skateboard,58.205,0.6449,a teddy bear sitting on top of a skateboard ,1.965679646,0.51592,0.562790453,,0.583013117313385
157.png,47.77,a teddy bear on a skateboard in times square,a teddy bear sitting on top of a skateboard,53.881,0.6449,a teddy bear sitting on top of a skateboard ,1.987576962,0.45143,0.588961899,,0.6128196120262146
158.png,61.841,a teddy bear on a skateboard in times square,a teddy bear sitting on top of a skateboard,60.24,0.6449,a teddy bear sitting on top of a skateboard ,1.958785176,0.38694,0.549876213,,0.5645870566368103
159.png,60.276,a teddy bear on a skateboard in times square,a teddy bear sitting on top of a skateboard,63.209,0.6449,a teddy bear sitting on top of a skateboard ,1.924797058,0.38694,0.614171743,,0.6360487341880798
160.png,63.197,A blue colored dog,a dog with a picture of a cow on it,60.909,0.7279,a dog with ,0.587827682,0.43673999999999996,0.651836753,,0.6923620700836182
161.png,59.442,A blue colored dog,a dog with a blue collar standing on a field,51.82,0.8444,a dog with a blue ,0.467133224,0.50664,0.563032866,,0.6247801184654236
162.png,50.979,A blue colored dog,a black and white photo of a dog,49.0,0.36,a black and white photo of a dog ,1.294228554,0.216,0.525295734,,0.2974330484867096
163.png,46.142,A blue colored dog,a dog that is standing in the grass,59.017,0.6939,a dog that is ,0.29284516,0.41634,0.607849002,,0.690866231918335
164.png,66.678,A photo of an astronaut riding a horse in the forest.,a man riding on the back of a brown horse,66.628,0.4136,a man riding on the back of a brown horse ,1.812073708,0.24816,0.684937596,,0.7463939785957336
165.png,59.949,A photo of an astronaut riding a horse in the forest.,a person riding a horse through the woods,57.24,0.6224,a person riding a horse through the woods ,0.925479889,0.49792,0.603358805,,0.6842145919799805
166.png,60.624,A photo of an astronaut riding a horse in the forest.,a person riding a horse through a forest,54.087,0.6319,a person riding a horse through a forest ,1.834098577,0.6319,0.609456241,,0.7022307515144348
167.png,56.438,A photo of an astronaut riding a horse in the forest.,a person riding on the back of a brown horse,53.91,0.4846,a person riding on the back of a brown horse ,1.742050767,0.29075999999999996,0.672101617,,0.6646696329116821
168.png,45.262,A bicycle on top of a boat,a red bike parked next to a red boat,53.36,0.5552,a red bike parked next to a red boat ,0.802817285,0.33312,0.637705445,,0.7560823559761047
169.png,54.984,A bicycle on top of a boat,a bicycle parked next to a body of water,57.733,0.6245,a bicycle ,1.351077437,0.37470000000000003,0.641315222,,0.7701641917228699
170.png,47.596,A bicycle on top of a boat,a bicycle is parked on a dock near a boat,52.781,0.6773,a bicycle is parked on a dock near a boat ,1.52317059,0.40638,0.664462745,,0.719070315361023
171.png,49.891,A bicycle on top of a boat,two bikes parked next to each other on a dock,56.138,0.4038,two bikes ,1.764844775,0.24228,0.651028991,,0.7692857384681702
172.png,46.612,a sword slicing through a loaf of bread,a knife cutting into a sandwich on a cutting board,51.602,0.6437,a knife cutting into a sandwich ,-0.72089982,0.38622,0.582477927,,0.7421019673347473
173.png,53.411,a sword slicing through a loaf of bread,a piece of bread on a cutting board,58.26,0.6772,a piece of bread on a cutting ,-0.714721024,0.40632,0.676345468,,0.72536700963974
174.png,54.771,a sword slicing through a loaf of bread,a loaf of bread sitting on top of a knife,61.104,0.6396,a loaf of bread sitting on top of a knife ,0.01657578,0.38375999999999993,0.590520978,,0.7216363549232483
175.png,55.626,a sword slicing through a loaf of bread,a hot dog on a cutting board with a knife,56.611,0.39,a hot dog on a cutting board with a knife ,-0.064322114,0.23399999999999999,0.674999118,,0.7279710173606873
176.png,44.652,an orange wearing a cowboy hat,a painting of a bird on top of a table,50.209,0.2073,a painting of a bird on top of a ,-2.017389297,0.12438,0.514534593,,0.7663877010345459
177.png,50.108,an orange wearing a cowboy hat,a person wearing a hat with a flower in it,53.523,0.5835,a person wearing a hat with a ,-1.652496576,0.3501,0.574167132,,0.5090597867965698
178.png,46.442,an orange wearing a cowboy hat,a hat sitting on top of a table,48.188,0.5091,a hat ,-2.022858858,0.30546,0.462767631,,0.6165280938148499
179.png,46.774,an orange wearing a cowboy hat,a black and white photo of a person wearing a hat,59.759,0.3419,a black and white photo of a person wearing a hat ,-2.276241541,0.20514,0.584186852,,0.6907811760902405
180.png,50.248,A bowl of soup that looks like a monster with tofu says deep learning,a bowl of soup with a spoon in it,57.389,0.5614,a bowl of soup ,-1.671438694,0.5614,0.634153485,,0.5815809369087219
181.png,48.288,A bowl of soup that looks like a monster with tofu says deep learning,a piece of cake sitting on top of a white plate,56.237,0.2715,a piece of cake sitting on top ,-0.655718744,0.16290000000000002,0.660739422,,0.6876963973045349
182.png,54.949,A bowl of soup that looks like a monster with tofu says deep learning,a bowl of soup with a spoon next to a bowl of food,65.734,0.5614,a bowl of soup ,-0.408365428,0.44912,0.732678056,,0.6979217529296875
183.png,47.893,A bowl of soup that looks like a monster with tofu says deep learning,a bowl of soup and vegetables on a table,60.869,0.5448,a bowl of soup ,-0.260180831,0.32687999999999995,0.646550357,,0.7081719040870667
184.png,52.09,a drawing of a series of musical notes wrapped around the Earth,a painting of a man in a black and white photo,44.647,0.3595,a painting of ,-0.089456119,0.21569999999999998,0.467772245,,0.6216102242469788
185.png,53.686,a drawing of a series of musical notes wrapped around the Earth,a street sign on a metal pole,57.64,0.2245,a street sign on a metal pole ,-0.807342947,0.1347,0.562565207,,0.5817641615867615
186.png,40.869,a drawing of a series of musical notes wrapped around the Earth,a blurry image of a clock on a wall,51.798,0.1389,a blurry image of a clock on a wall ,-1.493358254,0.08334,0.541166425,,0.6788392066955566
187.png,48.43,a drawing of a series of musical notes wrapped around the Earth,a collage of photos of a building,53.017,0.1842,a collage of photos of ,-0.713994265,0.11052,0.542255759,,0.7025937438011169
188.png,51.708,a small kitchen with a white goat in it,a kitchen with a stove top oven and a sink,60.23,0.607,a kitchen with ,-1.677392483,0.36419999999999997,0.627436876,,0.7715305685997009
189.png,44.556,a small kitchen with a white goat in it,a kitchen with a white refrigerator and a white counter top,54.026,0.6326,a kitchen with a white ,-1.810678959,0.44282,0.575232804,,0.7981857657432556
190.png,53.661,a small kitchen with a white goat in it,a cat standing on top of a wooden table next to a refrigerator,54.129,0.3017,a cat standing on top of a wooden table next to a refrigerator ,1.702041268,0.18102000000000001,0.604343355,,0.7922821640968323
191.png,50.073,a small kitchen with a white goat in it,a white sheep standing in front of a mirror,51.931,0.5436,a white sheep ,-0.801434338,0.32615999999999995,0.604503155,,0.6428281664848328
192.png,44.679,A large city fountain that has milk instead of water. Several cats are leaning into the fountain.,a fountain with a statue in the middle of it,51.811,0.6406,a fountain with ,0.52893275,0.6406,0.622839808,,0.6880818009376526
193.png,51.002,A large city fountain that has milk instead of water. Several cats are leaning into the fountain.,a cat sitting in a pool of water next to a fountain,52.348,0.5614,a cat sitting in a pool of water next to a fountain ,0.053952802,0.44912,0.516325057,,0.4958615601062774
194.png,46.969,A large city fountain that has milk instead of water. Several cats are leaning into the fountain.,a statue of a bird sitting on top of a fountain,52.727,0.2801,a statue of a bird sitting on top of a fountain ,0.129488349,0.16806000000000001,0.619237244,,0.5898380875587463
195.png,45.625,A large city fountain that has milk instead of water. Several cats are leaning into the fountain.,a cat sitting on top of a swimming pool,40.729,0.4329,a cat ,1.569479704,0.25973999999999997,0.600375533,,0.6176114678382874
196.png,48.691,an elephant walking on the Great Wall,a row of stone steps leading up to a stone wall,56.783,0.2328,a row of stone steps leading up to a stone wall ,-1.735427737,0.13968,0.590282679,,0.7208746075630188
197.png,56.817,an elephant walking on the Great Wall,a stone wall with a train on top of it,61.349,0.3183,a stone wall with a ,-0.025379127,0.19098,0.611336946,,0.7376424074172974
198.png,61.37,an elephant walking on the Great Wall,a large elephant standing on top of a stone wall,59.91,0.6815,a large elephant standing on top of a stone wall ,1.753305078,0.4089,0.617071867,,0.6791606545448303
199.png,60.178,an elephant walking on the Great Wall,a large elephant standing next to a stone wall,57.363,0.6899,a large elephant standing next to a stone wall ,1.642316818,0.55192,0.586438179,,0.7374983429908752
200.png,52.898,A photo of a panda made of water.,a panda bear sitting in the water next to a pond,59.335,0.7243,a panda ,0.299174547,0.7243,0.624698937,,0.6718164086341858
201.png,50.226,A photo of a panda made of water.,a large black bear swimming in a body of water,63.112,0.3462,a large black bear swimming in a body of water ,0.202331319,0.20772,0.664592862,,0.6783702969551086
202.png,46.497,A photo of a panda made of water.,a polar bear swimming in the water,57.74,0.3153,a polar bear swimming in the water ,-0.214942947,0.18918000000000001,0.621349931,,0.7150891423225403
203.png,46.99,A photo of a panda made of water.,a large black and white panda bear sitting on a log,54.965,0.6299,a large black and white panda ,-1.846459389,0.44093,0.591467798,,0.6301998496055603
204.png,58.734,"a portrait of a man wearing sunglasses and a business suit, painting in pop art style",a man in a suit with a cartoon character on his face,57.751,0.4276,a man in a suit ,1.035924435,0.25655999999999995,0.583412409,,0.7599541544914246
205.png,56.395,"a portrait of a man wearing sunglasses and a business suit, painting in pop art style",a collage of photos of a cartoon character,56.192,0.2774,a collage of photos of a cartoon character ,0.042159908,0.16643999999999998,0.596488774,,0.7083205580711365
206.png,44.593,"a portrait of a man wearing sunglasses and a business suit, painting in pop art style",a painting of a man wearing a clown mask,50.946,0.6175,a painting of a man wearing ,0.596891999,0.49400000000000005,0.544175863,,0.6701647639274597
207.png,53.054,"a portrait of a man wearing sunglasses and a business suit, painting in pop art style",a close up picture of a person wearing a clown mask,55.62,0.3595,a close up picture of a person wearing a ,0.002965078,0.21569999999999998,0.595860004,,0.6774773001670837
208.png,55.054,a cartoon of a train going to the moon,a train on a train track with a cartoon character on it,53.854,0.7015,a train on a train track with a cartoon ,1.628473759,0.5612,0.549691439,,0.5309873223304749
209.png,51.97,a cartoon of a train going to the moon,a train on a train track with a cartoon character on it,52.047,0.7015,a train on a train track with a cartoon ,1.480717778,0.49105,0.532252371,,0.631858229637146
210.png,56.09,a cartoon of a train going to the moon,a clock on the side of a building,58.299,0.2301,a clock on ,1.74592936,0.13806,0.610999942,,0.7043299078941345
211.png,51.569,a cartoon of a train going to the moon,a painting of a cartoon character on a train,51.709,0.4681,a painting of a cartoon character on a train ,0.962171733,0.28086,0.592497051,,0.6965053081512451
212.png,53.088,A spaceship made of cardboard.,an old photo of a room with a box on the floor,56.099,0.454,an old photo of a room with a box on ,-1.132787943,0.2724,0.600636125,,0.6143538355827332
213.png,61.259,A spaceship made of cardboard.,a model airplane sitting on top of a table,61.646,0.3837,a model airplane sitting on top of ,1.11499846,0.23021999999999998,0.66674453,,0.7142212390899658
